person_id,x,y,timestamp
0,157,0,1769158952.5983665
1,271,0,1769158952.5983665
0,157,0,1769158952.6921968
1,271,0,1769158952.6921968
0,157,0,1769158952.7873826
1,271,0,1769158952.7873826
0,154,0,1769158952.9268138
0,154,0,1769158953.0227768
0,154,0,1769158953.1146805
0,150,0,1769158953.2485504
0,150,0,1769158953.3313546
0,150,0,1769158953.42289
0,149,0,1769158953.5589755
0,149,0,1769158953.6435075
0,149,0,1769158953.7355754
0,149,0,1769158953.8744113
0,149,0,1769158953.9694955
0,149,0,1769158954.0610209
0,147,0,1769158954.1947913
0,147,0,1769158954.2916098
0,147,0,1769158954.386286
0,145,0,1769158954.5357509
0,145,0,1769158954.6180105
0,145,0,1769158954.710991
0,146,0,1769158954.8587906
0,146,0,1769158954.9453459
0,146,0,1769158955.0381498
0,144,0,1769158955.1764948
0,144,0,1769158955.271434
0,144,0,1769158955.3654988
0,139,0,1769158955.520199
0,139,0,1769158955.6154847
0,139,0,1769158955.7112734
0,130,0,1769158956.2145834
0,130,0,1769158956.3048952
0,130,0,1769158956.3989973
2,0,0,1769158959.2901146
0,147,26,1769158959.2901146
2,0,0,1769158959.3841863
0,147,26,1769158959.3851929
2,0,0,1769158959.4777782
0,147,26,1769158959.4777782
2,0,0,1769158959.6367702
2,0,0,1769158959.7280126
2,0,0,1769158959.8213499
2,0,0,1769158960.6562116
2,0,0,1769158960.7521098
2,0,0,1769158960.8465903
2,0,0,1769158960.9832141
2,0,0,1769158961.067148
2,0,0,1769158961.1641822
0,159,13,1769158961.3117607
2,0,0,1769158961.3117607
0,159,13,1769158961.3944552
2,0,0,1769158961.3944552
0,159,13,1769158961.4942958
2,0,0,1769158961.4942958
0,158,11,1769158961.6446054
2,0,0,1769158961.6446054
0,158,11,1769158961.737085
2,0,0,1769158961.737085
0,158,11,1769158961.8205009
2,0,0,1769158961.8205009
2,0,0,1769158961.9617178
0,160,13,1769158961.9617178
2,0,0,1769158962.0464377
0,160,13,1769158962.0464377
2,0,0,1769158962.1356573
0,160,13,1769158962.1366785
2,0,4,1769158962.290255
2,0,4,1769158962.3829207
2,0,4,1769158962.4763365
0,163,23,1769158963.5021732
0,163,23,1769158963.5895045
0,163,23,1769158963.6807058
3,398,52,1769158966.7863367
2,0,4,1769158966.7863367
3,398,52,1769158966.886798
2,0,4,1769158966.886798
3,398,52,1769158966.9767497
2,0,4,1769158966.9767497
3,396,39,1769158967.155583
2,0,1,1769158967.155583
3,396,39,1769158967.2419434
2,0,1,1769158967.2419434
3,396,39,1769158967.3370652
2,0,1,1769158967.3370652
3,398,46,1769158967.527214
2,0,1,1769158967.527214
3,398,46,1769158967.6165822
2,0,1,1769158967.6165822
3,398,46,1769158967.709524
2,0,1,1769158967.709524
3,402,55,1769158967.8900242
2,0,5,1769158967.8900242
3,402,55,1769158967.9863372
2,0,5,1769158967.9863372
3,402,55,1769158968.078086
2,0,5,1769158968.078086
2,0,5,1769158968.6293373
2,0,5,1769158968.7141511
2,0,5,1769158968.8074322
1,306,1,1769158970.6452062
1,306,1,1769158970.7313688
1,306,1,1769158970.818525
1,344,23,1769158973.7159097
1,344,23,1769158973.8096142
1,344,23,1769158973.9016385
2,0,3,1769158974.8292835
2,0,3,1769158974.916854
2,0,3,1769158975.005534
2,0,0,1769158975.148982
2,0,0,1769158975.2445486
2,0,0,1769158975.336497
3,400,44,1769158975.4907374
2,0,0,1769158975.4907374
3,400,44,1769158975.5848832
2,0,0,1769158975.5848832
3,400,44,1769158975.680299
2,0,0,1769158975.680299
3,395,42,1769158975.8270915
2,0,0,1769158975.8270915
3,395,42,1769158975.9154086
2,0,0,1769158975.9154086
3,395,42,1769158976.0069115
2,0,0,1769158976.0079117
2,0,0,1769158976.1773794
3,420,143,1769158976.1773794
2,0,0,1769158976.274207
3,420,143,1769158976.274207
2,0,0,1769158976.3701034
3,420,143,1769158976.3701034
2,0,0,1769158976.5277276
2,0,0,1769158976.615331
2,0,0,1769158976.7080882
2,0,0,1769158976.8615124
2,0,0,1769158976.9552257
2,0,0,1769158977.211952
2,0,0,1769158977.3536892
3,423,168,1769158977.3536892
2,0,0,1769158977.4389389
3,423,168,1769158977.4389389
2,0,0,1769158977.5303946
3,423,168,1769158977.5303946
2,0,0,1769158977.6879475
3,422,169,1769158977.6879475
2,0,0,1769158977.7815974
3,422,169,1769158977.7815974
2,0,0,1769158977.8729382
3,422,169,1769158977.8729382
2,0,0,1769158978.0316434
2,0,0,1769158978.3626957
2,0,0,1769158978.452124
3,403,128,1769158978.6414866
3,403,128,1769158978.7310076
3,403,128,1769158978.823594
0,150,0,1769158979.7413058
0,150,0,1769158979.8332236
0,150,0,1769158979.927712
0,150,0,1769158980.1194558
0,150,0,1769158980.3211613
0,150,0,1769158980.4076993
4,337,120,1769158980.5710487
0,150,0,1769158980.5710487
4,337,120,1769158980.6556134
0,150,0,1769158980.6556134
4,337,120,1769158980.7411847
0,150,0,1769158980.7411847
0,150,0,1769158980.914635
0,150,0,1769158981.000384
0,150,0,1769158981.0943356
2,0,0,1769158981.2719095
0,150,0,1769158981.2719095
2,0,0,1769158981.3609073
0,150,0,1769158981.3609073
2,0,0,1769158981.4515793
0,150,0,1769158981.4515793
0,150,0,1769158981.6496084
2,0,0,1769158981.6496084
3,347,84,1769158981.6496084
0,150,0,1769158981.7455168
2,0,0,1769158981.7455168
3,347,84,1769158981.7455168
0,150,0,1769158981.8357635
2,0,0,1769158981.8357635
3,347,84,1769158981.8357635
3,354,89,1769158982.0109344
0,150,0,1769158982.0109344
2,0,0,1769158982.0109344
3,354,89,1769158982.1005573
0,150,0,1769158982.1005573
2,0,0,1769158982.1005573
3,354,89,1769158982.1959612
0,150,0,1769158982.1959612
2,0,0,1769158982.1959612
3,367,83,1769158982.3801754
0,150,0,1769158982.3801754
2,0,3,1769158982.3801754
3,367,83,1769158982.4799092
0,150,0,1769158982.4799092
2,0,3,1769158982.4799092
3,367,83,1769158982.572942
0,150,0,1769158982.572942
2,0,3,1769158982.572942
3,372,84,1769158982.7604108
3,372,84,1769158982.8511682
3,372,84,1769158982.9426866
3,383,79,1769158983.1180618
0,152,0,1769158983.1180618
3,383,79,1769158983.2088146
0,152,0,1769158983.2088146
3,383,79,1769158983.3039336
0,152,0,1769158983.3039336
0,152,0,1769158983.487103
5,67,92,1769158983.487103
0,152,0,1769158983.5832183
5,67,92,1769158983.5832183
0,152,0,1769158983.6781583
5,67,92,1769158983.6781583
3,385,68,1769158983.8623328
0,152,0,1769158983.863337
3,385,68,1769158983.9587781
0,152,0,1769158983.9606326
3,385,68,1769158984.050212
0,152,0,1769158984.050212
3,385,51,1769158984.2300272
3,385,51,1769158984.313595
3,385,51,1769158984.4055731
3,390,41,1769158984.581664
3,390,41,1769158984.6704915
3,390,41,1769158984.7634182
3,396,51,1769158984.9521987
3,396,51,1769158985.0430515
3,396,51,1769158985.1363795
3,398,38,1769158986.050982
3,398,38,1769158986.144234
3,398,38,1769158986.2360017
3,385,31,1769158986.4304965
5,64,96,1769158986.4304965
3,385,31,1769158986.5181592
5,64,96,1769158986.5181592
3,385,31,1769158986.6115432
5,64,96,1769158986.6115432
3,387,32,1769158986.7887466
3,387,32,1769158986.8761313
3,387,32,1769158986.9719112
1,345,15,1769158988.6101623
1,345,15,1769158988.707307
1,345,15,1769158988.8016489
6,16,166,1769158988.9682887
5,66,94,1769158988.9682887
6,16,166,1769158989.056822
5,66,94,1769158989.056822
6,16,166,1769158989.1498861
5,66,94,1769158989.1498861
5,0,72,1769158989.6933966
5,0,72,1769158989.7847452
5,0,72,1769158989.8763647
5,0,70,1769158990.051039
5,0,70,1769158990.1387959
5,0,70,1769158990.2353277
7,106,218,1769158992.3250442
7,106,218,1769158992.4093816
7,106,218,1769158992.503819
7,116,212,1769158992.6810765
7,116,212,1769158992.7663658
7,116,212,1769158992.861867
7,142,189,1769158993.403539
7,142,189,1769158993.500428
7,142,189,1769158993.5920012
8,118,61,1769158994.146118
8,118,61,1769158994.2428682
8,118,61,1769158994.3324008
8,140,48,1769158994.5120718
8,140,48,1769158994.6025953
8,140,48,1769158994.691082
8,159,26,1769158995.5869834
8,159,26,1769158995.672073
8,159,26,1769158995.7639322
8,172,31,1769158995.94649
8,172,31,1769158996.0435278
8,172,31,1769158996.1390615
8,180,26,1769158996.3257997
8,180,26,1769158996.4144456
8,180,26,1769158996.5083504
8,187,32,1769158996.686241
8,187,32,1769158996.7720478
8,187,32,1769158996.8707008
8,182,19,1769158997.0504515
8,182,19,1769158997.149035
8,182,19,1769158997.244163
8,184,29,1769158997.416104
8,184,29,1769158997.505739
8,184,29,1769158997.5983987
8,179,16,1769158997.7873912
8,179,16,1769158997.8805122
8,179,16,1769158997.9741638
0,166,1,1769158998.153368
0,166,1,1769158998.2381313
0,166,1,1769158998.3320465
0,166,9,1769158998.5122185
2,0,0,1769158998.5132217
0,166,9,1769158998.6113408
2,0,0,1769158998.6113408
0,166,9,1769158998.7036319
2,0,0,1769158998.7036319
0,160,7,1769158998.8864856
0,160,7,1769158998.9833968
0,160,7,1769158999.0750854
0,153,1,1769158999.2591
0,153,1,1769158999.3550901
0,153,1,1769158999.4459596
0,144,0,1769158999.6292913
0,144,0,1769158999.728495
0,144,0,1769158999.8222325
0,146,0,1769158999.9938796
0,146,0,1769159000.0860016
0,146,0,1769159000.1798806
0,145,0,1769159000.3653383
0,145,0,1769159000.4620874
0,145,0,1769159000.5551848
0,144,0,1769159000.746383
0,144,0,1769159000.8326168
0,144,0,1769159000.9218962
0,146,0,1769159001.103439
0,146,0,1769159001.199534
0,146,0,1769159001.298085
0,148,0,1769159001.493188
0,148,0,1769159001.5926464
0,148,0,1769159001.6863542
0,160,0,1769159001.8615446
0,160,0,1769159001.9462094
0,160,0,1769159002.0377474
8,129,43,1769159004.0500312
2,0,0,1769159004.0510383
8,129,43,1769159004.15048
2,0,0,1769159004.15048
8,129,43,1769159004.2427988
2,0,0,1769159004.2427988
2,0,0,1769159004.4267368
2,0,0,1769159004.5219634
2,0,0,1769159004.6140065
2,0,0,1769159004.788205
2,0,0,1769159004.87901
2,0,0,1769159004.971581
2,0,0,1769159005.1504524
2,0,0,1769159005.2358139
2,0,0,1769159005.3288927
2,0,0,1769159005.5056522
2,0,0,1769159005.5938942
2,0,0,1769159005.6875522
8,166,52,1769159009.9012377
8,166,52,1769159009.9939382
8,166,52,1769159010.0878854
0,143,0,1769159011.0184171
0,143,0,1769159011.1126926
0,143,0,1769159011.2062402
2,0,0,1769159014.6864018
2,0,0,1769159014.770848
2,0,0,1769159014.8633518
2,0,0,1769159015.0366256
2,0,0,1769159015.1285267
2,0,0,1769159015.220621
2,0,0,1769159015.401067
2,0,0,1769159015.498917
2,0,0,1769159015.6215167
2,0,0,1769159015.802219
2,0,0,1769159015.8933468
2,0,0,1769159015.9855645
2,0,0,1769159016.161477
2,0,0,1769159016.2554216
2,0,0,1769159016.3443258
2,0,0,1769159016.524529
2,0,0,1769159016.6234848
2,0,0,1769159016.7187433
2,0,0,1769159016.9120853
2,0,0,1769159016.9956617
2,0,0,1769159017.0892994
5,0,63,1769159019.08893
5,0,63,1769159019.1857038
5,0,63,1769159019.277857
5,0,67,1769159019.4624233
5,0,67,1769159019.558205
5,0,67,1769159019.6527443
2,0,0,1769159020.5605779
2,0,0,1769159020.65726
2,0,0,1769159020.751685
2,0,0,1769159020.9311235
2,0,0,1769159021.0307515
2,0,0,1769159021.1234665
2,0,0,1769159021.2915828
2,0,0,1769159021.3870442
2,0,0,1769159021.4808404
2,0,0,1769159021.6593049
2,0,0,1769159021.7481222
2,0,0,1769159021.839934
2,0,0,1769159022.0213568
2,0,0,1769159022.1192367
2,0,0,1769159022.2118986
3,398,35,1769159033.011126
3,398,35,1769159033.1098702
3,398,35,1769159033.2054064
2,0,0,1769159035.8441632
2,0,0,1769159035.9454608
2,0,0,1769159036.0385091
2,0,0,1769159036.3400939
2,0,0,1769159036.4406614
2,0,0,1769159036.532846
4,336,66,1769159036.831268
2,0,0,1769159036.831268
4,336,66,1769159036.9245198
2,0,0,1769159036.9245198
4,336,66,1769159037.0184524
2,0,0,1769159037.0184524
9,130,111,1769159042.1161692
9,130,111,1769159042.2130756
9,130,111,1769159042.306776
8,149,29,1769159049.6930299
8,149,29,1769159049.7867405
8,149,29,1769159049.8808784
0,120,22,1769159050.6500306
10,369,197,1769159050.6510308
0,120,22,1769159050.7422304
10,369,197,1769159050.7422304
0,120,22,1769159050.838675
10,369,197,1769159050.838675
0,113,9,1769159051.130602
0,167,0,1769159051.130602
0,113,9,1769159051.225169
0,167,0,1769159051.2261622
0,113,9,1769159051.3159118
0,167,0,1769159051.3169162
8,118,25,1769159051.612804
8,118,25,1769159051.71268
8,118,25,1769159051.80628
0,119,23,1769159052.0938003
0,119,23,1769159052.1832604
0,119,23,1769159052.2812028
6,15,161,1769159053.0549512
6,15,161,1769159053.1393456
6,15,161,1769159053.2348545
4,359,119,1769159054.0054026
4,359,119,1769159054.0931947
4,359,119,1769159054.1863906
9,121,85,1769159055.8866944
9,121,85,1769159055.979409
9,121,85,1769159056.0742788
9,117,84,1769159056.3608868
9,117,84,1769159056.4454987
9,117,84,1769159056.539642
9,121,89,1769159056.8297577
9,121,89,1769159056.9155917
9,121,89,1769159057.0095093
4,367,132,1769159057.7661178
4,367,132,1769159057.8555942
4,367,132,1769159057.9480252
0,118,18,1769159061.1303828
0,118,18,1769159061.2268057
0,118,18,1769159061.3209338
0,120,21,1769159061.6064827
0,120,21,1769159061.6979036
0,120,21,1769159061.7918487
0,117,14,1769159062.07007
0,117,14,1769159062.1623917
0,117,14,1769159062.2590175
0,116,15,1769159062.5495877
0,116,15,1769159062.6512978
0,116,15,1769159062.7505574
0,115,12,1769159063.120746
0,115,12,1769159063.2136047
0,115,12,1769159063.3061814
0,117,18,1769159063.5870016
0,117,18,1769159063.6806076
0,117,18,1769159063.7733414
0,119,19,1769159064.052145
0,119,19,1769159064.1480844
0,119,19,1769159064.242482
0,119,22,1769159064.52473
0,119,22,1769159064.6183674
0,119,22,1769159064.7131317
0,117,16,1769159064.9971635
0,117,16,1769159065.0917459
0,117,16,1769159065.1883647
0,119,18,1769159065.47029
0,119,18,1769159065.5583968
0,119,18,1769159065.6526341
0,119,20,1769159065.9357438
0,119,20,1769159066.027291
0,119,20,1769159066.123478
0,120,20,1769159066.433338
0,120,20,1769159066.5279348
0,120,20,1769159066.6254427
0,120,22,1769159066.9131184
0,120,22,1769159067.004536
0,120,22,1769159067.0970485
0,120,22,1769159067.3908548
0,120,22,1769159067.4906907
0,120,22,1769159067.5819798
0,119,21,1769159067.8844202
0,119,21,1769159067.9772494
0,119,21,1769159068.070674
0,118,19,1769159068.3611202
0,118,19,1769159068.4642973
0,118,19,1769159068.5566478
0,117,18,1769159068.836578
0,117,18,1769159068.9319766
0,117,18,1769159069.024865
0,119,21,1769159069.3152337
0,119,21,1769159069.4005916
0,119,21,1769159069.494464
0,117,18,1769159069.7780552
0,117,18,1769159069.8718216
0,117,18,1769159069.967416
0,114,19,1769159070.2629035
0,114,19,1769159070.357717
0,114,19,1769159070.451859
0,112,19,1769159070.7452776
0,112,19,1769159070.843059
0,112,19,1769159070.9379153
0,108,14,1769159071.2232485
0,108,14,1769159071.3119128
0,108,14,1769159071.4027104
0,111,22,1769159071.6820903
0,111,22,1769159071.7817209
0,111,22,1769159071.8751025
2,0,0,1769159075.9538546
2,0,0,1769159076.0464244
2,0,0,1769159076.1365218
11,276,179,1769159077.1086326
11,276,179,1769159077.2043862
11,276,179,1769159077.2974067
4,363,87,1769159078.9430773
4,363,87,1769159079.035106
4,363,87,1769159079.1274853
0,98,10,1769159081.0944798
3,426,74,1769159081.0944798
0,98,10,1769159081.1904647
3,426,74,1769159081.1904647
0,98,10,1769159081.2828693
3,426,74,1769159081.2828693
4,327,62,1769159082.5599651
4,327,62,1769159082.6481786
4,327,62,1769159082.7450264
4,322,70,1769159082.9180155
4,322,70,1769159083.006112
4,322,70,1769159083.099407
4,318,135,1769159083.6417747
4,318,135,1769159083.7336535
4,318,135,1769159083.8252978
2,0,0,1769159084.0101411
1,314,18,1769159084.0101411
2,0,0,1769159084.1017983
1,314,18,1769159084.1017983
2,0,0,1769159084.1965404
1,314,18,1769159084.1965404
2,0,0,1769159086.8631337
2,0,0,1769159086.957387
2,0,0,1769159087.0519605
12,177,16,1769159087.867845
12,177,16,1769159087.9594858
12,177,16,1769159088.0516548
0,116,53,1769159088.204548
0,135,0,1769159088.204548
0,116,53,1769159088.3001103
0,135,0,1769159088.3001103
0,116,53,1769159088.39066
0,135,0,1769159088.39066
0,152,0,1769159089.8875554
0,152,0,1769159089.980219
0,152,0,1769159090.07258
0,146,6,1769159090.2249355
0,146,6,1769159090.3189256
0,146,6,1769159090.413575
0,135,0,1769159090.5613606
0,135,0,1769159090.647424
0,135,0,1769159090.7392695
0,134,0,1769159090.8985507
0,134,0,1769159090.9865985
0,134,0,1769159091.079627
0,132,1,1769159091.2311747
0,132,1,1769159091.3274758
0,132,1,1769159091.4181554
0,134,6,1769159091.568708
0,134,6,1769159091.651802
0,134,6,1769159091.7466154
0,130,0,1769159091.9011457
0,130,0,1769159091.9901025
0,130,0,1769159092.0850778
0,126,0,1769159092.2418282
0,126,0,1769159092.3328593
0,126,0,1769159092.4261487
0,119,0,1769159092.5801208
0,119,0,1769159092.675615
0,119,0,1769159092.7670686
0,119,0,1769159092.918102
0,119,0,1769159093.0002105
0,119,0,1769159093.094096
0,126,0,1769159093.24912
0,126,0,1769159093.3441727
0,126,0,1769159093.4432912
0,139,0,1769159093.5775409
0,139,0,1769159093.667566
0,139,0,1769159093.7594116
0,147,0,1769159093.918869
0,147,0,1769159094.01102
0,147,0,1769159094.1079977
0,151,0,1769159094.2558548
0,151,0,1769159094.343353
0,151,0,1769159094.4346676
0,114,20,1769159098.2930229
0,114,20,1769159098.380017
0,114,20,1769159098.4714746
0,116,18,1769159098.6236207
0,116,18,1769159098.7214174
0,116,18,1769159098.812909
0,117,20,1769159098.972754
0,117,20,1769159099.0604837
0,117,20,1769159099.153427
0,118,25,1769159099.2940958
0,118,25,1769159099.3851388
0,118,25,1769159099.4781349
0,120,27,1769159099.6405451
0,120,27,1769159099.7270548
0,120,27,1769159099.8190851
2,0,0,1769159100.3024006
2,0,0,1769159100.391281
2,0,0,1769159100.4851532
2,0,0,1769159100.9877791
0,168,41,1769159100.9877791
2,0,0,1769159101.0795507
0,168,41,1769159101.0795507
2,0,0,1769159101.1734688
0,168,41,1769159101.1734688
9,129,58,1769159104.108246
9,129,58,1769159104.1911268
9,129,58,1769159104.284471
5,33,61,1769159106.125717
5,33,61,1769159106.2110443
5,33,61,1769159106.304048
